0000201cd362f303,Guitar,0.708750,0.808125,0.355535,0.450281,https://farm4.staticflickr.com/3873/14152766838_f978e4b93e_o.jpg
0000aa810854dc2e,Guitar,0.264375,0.615000,0.660000,0.859167,https://c7.staticflickr.com/5/4107/5086438039_936555496e_o.jpg
0000aa810854dc2e,Guitar,0.585000,0.968125,0.370000,0.626667,https://c7.staticflickr.com/5/4107/5086438039_936555496e_o.jpg
0000b3e5921ab7ff,Guitar,0.034375,0.558125,0.213115,0.942623,https://c8.staticflickr.com/6/5021/5747569117_55ba8b30e3_o.jpg
0000c33c6f4b8518,Guitar,0.140625,0.997500,0.413333,0.999167,https://c1.staticflickr.com/8/7215/7194219556_269015b3fe_o.jpg
0000d59fa570d973,Guitar,0.218333,0.296667,0.816667,0.906667,https://farm4.staticflickr.com/3165/2548414279_cfe4ee0005_o.jpg
0000d59fa570d973,Guitar,0.329167,0.675833,0.628889,0.942222,https://farm4.staticflickr.com/3165/2548414279_cfe4ee0005_o.jpg
00027ae34cb09507,Guitar,0.286458,0.963542,0.688477,0.884766,https://farm8.staticflickr.com/7071/7064150771_322842f0d9_o.jpg
0002a3c01c926a49,Guitar,0.000000,0.585000,0.660000,0.999375,https://c2.staticflickr.com/3/2366/2194733018_2605c80dd0_o.jpg
0002eed6350f1840,Guitar,0.004690,0.999062,0.121875,0.434375,https://farm1.staticflickr.com/7202/6989947945_a40b18d617_o.jpg
00034cd6adabef6a,Guitar,0.721250,0.804375,0.455000,0.577500,https://c3.staticflickr.com/2/1346/562006989_1135d74848_o.jpg
00036d5834d932bf,Guitar,0.407500,0.771250,0.442577,0.928105,https://c8.staticflickr.com/7/6024/5947419374_14fb58ec25_o.jpg
0004359b4b703bcb,Guitar,0.115000,0.535625,0.481939,0.851711,https://c4.staticflickr.com/4/3597/3695470940_07c032b204_o.jpg
0004c03cb6520680,Guitar,0.075000,0.145625,0.556667,0.652222,https://farm1.staticflickr.com/7277/7031347149_0660118012_o.jpg
0004c03cb6520680,Guitar,0.432500,0.553125,0.534444,0.714444,https://farm1.staticflickr.com/7277/7031347149_0660118012_o.jpg
0004c03cb6520680,Guitar,0.670625,0.738750,0.566667,0.668889,https://farm1.staticflickr.com/7277/7031347149_0660118012_o.jpg
0004c03cb6520680,Guitar,0.901875,0.974375,0.545556,0.652222,https://farm1.staticflickr.com/7277/7031347149_0660118012_o.jpg
000548d21e085b90,Guitar,0.354375,0.411875,0.580833,0.650000,https://farm1.staticflickr.com/5164/5285921795_d7bd9f0076_o.jpg
000548d21e085b90,Guitar,0.576250,0.628750,0.565000,0.644167,https://farm1.staticflickr.com/5164/5285921795_d7bd9f0076_o.jpg
000548d21e085b90,Guitar,0.616250,0.678125,0.555000,0.639167,https://farm1.staticflickr.com/5164/5285921795_d7bd9f0076_o.jpg
00058c84b5ef9dba,Guitar,0.760417,0.997917,0.573438,0.871875,https://c3.staticflickr.com/8/7184/13913159631_1eb0004363_o.jpg
0007e06651e9a48b,Guitar,0.292500,0.668750,0.572621,0.884808,https://c4.staticflickr.com/1/25/46655252_c47a6aaaa7_o.jpg
0008abbbff45eb1e,Guitar,0.046685,0.689076,0.098750,0.586875,https://c7.staticflickr.com/6/5201/5361200515_d2fca757c5_o.jpg
000952cdec3960fb,Guitar,0.209115,0.442359,0.219643,0.512500,https://c4.staticflickr.com/4/3426/3260958953_d183ae288d_o.jpg
000952cdec3960fb,Guitar,0.595174,0.806971,0.187500,0.378571,https://c4.staticflickr.com/4/3426/3260958953_d183ae288d_o.jpg
0009fde62ded08a6,Guitar,0.118125,0.291875,0.513694,0.724648,https://farm7.staticflickr.com/3236/2285438316_ec7cddd64d_o.jpg
0009fde62ded08a6,Guitar,0.268125,0.785625,0.497409,0.829016,https://farm7.staticflickr.com/3236/2285438316_ec7cddd64d_o.jpg
000a817a350d8bdb,Guitar,0.001667,0.999167,0.755625,0.999375,https://c4.staticflickr.com/4/3278/2731048315_853f90cfbb_o.jpg
000b70a84aab664b,Guitar,0.180000,0.231250,0.315197,0.697936,https://c4.staticflickr.com/1/84/220817922_b897b124dc_o.jpg
000b70a84aab664b,Guitar,0.361875,0.457500,0.388368,0.639775,https://c4.staticflickr.com/1/84/220817922_b897b124dc_o.jpg
